6.000000000000000000e+02,5.000000000000000000e-01,1.000000000000000021e-02,2.762000000000000011e-01,1.919799999999999898e+02
9.000000000000000000e+02,8.000000000000000444e-01,1.000000000000000056e-01,2.741999999999999993e-01,9.997599999999999909e+01
2.000000000000000000e+03,5.000000000000000000e+00,1.000000000000000056e-01,2.791000000000000147e-01,1.144099999999999966e+02
5.000000000000000000e+03,1.000000000000000000e+00,1.000000000000000048e-04,2.576999999999999846e-01,7.487259999999999991e+02
1.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000048e-04,2.871400000000000063e-01,1.048862000000000080e+03
6.000000000000000000e+02,8.000000000000000444e-01,1.000000000000000056e-01,2.792600000000000082e-01,9.310200000000000387e+01
7.500000000000000000e+01,5.000000000000000000e-01,1.000000000000000048e-04,3.370199999999999863e-01,8.439959999999999809e+02
1.000000000000000000e+04,1.500000000000000000e+00,1.000000000000000021e-02,2.646200000000000219e-01,2.974599999999999795e+02
1.000000000000000000e+03,8.000000000000000444e-01,1.000000000000000048e-04,2.544000000000000150e-01,1.986866666670000086e+03
5.000000000000000000e+01,2.000000000000000111e-01,1.000000000000000021e-02,3.970600000000000240e-01,2.265939999999999941e+02
5.000000000000000000e+03,3.000000000000000000e+00,1.000000000000000021e-03,2.647399999999999753e-01,8.147839999999999918e+02
1.000000000000000000e+06,1.000000000000000000e+00,1.000000000000000021e-02,5.000000000000000000e-01,1.564720000000000084e+02
1.000000000000000000e+01,5.000000000000000000e+00,1.000000000000000048e-04,2.872199999999999753e-01,1.098516000000000076e+03
5.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000021e-03,3.486400000000000055e-01,3.056920000000000073e+02
1.000000000000000000e+04,3.000000000000000000e+00,1.000000000000000021e-03,2.655199999999999783e-01,8.738120000000000118e+02
8.000000000000000000e+02,1.000000000000000000e+00,1.000000000000000021e-03,2.785000000000000253e-01,3.474859999999999900e+02
1.000000000000000000e+02,5.000000000000000000e-01,1.000000000000000048e-04,3.231999999999999873e-01,8.338300000000000409e+02
5.000000000000000000e+02,1.000000000000000000e+00,1.000000000000000021e-03,2.821000000000000174e-01,3.817620000000000005e+02
3.000000000000000000e+02,2.000000000000000000e+00,1.000000000000000021e-03,2.879999999999999782e-01,3.122959999999999923e+02
6.000000000000000000e+02,1.500000000000000000e+00,1.000000000000000021e-02,2.825799999999999979e-01,1.951059999999999945e+02
2.000000000000000000e+03,5.999999999999999778e-01,1.000000000000000021e-02,2.705799999999999872e-01,1.613199999999999932e+02
1.000000000000000000e+02,5.000000000000000000e-01,1.000000000000000056e-01,3.567600000000000215e-01,7.959999999999999432e+01
4.000000000000000000e+02,2.999999999999999889e-01,1.000000000000000021e-02,2.805400000000000116e-01,2.078079999999999927e+02
5.000000000000000000e+03,3.000000000000000000e+00,1.000000000000000021e-02,2.748599999999999932e-01,2.394159999999999968e+02
1.000000000000000000e+03,2.000000000000000000e+00,1.000000000000000021e-02,2.810400000000000120e-01,1.554399999999999977e+02
