1.000000000000000000e+00,4.000000000000000000e+00,1.600000000000000000e+01,2.014255351000000019e+03,3.639319000000000233e+04
9.000000000000000222e-01,1.024000000000000000e+03,4.096000000000000000e+03,1.680540179000000080e+03,3.641951000000000204e+04
5.999999999999999778e-01,1.024000000000000000e+03,4.096000000000000000e+03,1.328191297000000077e+03,2.421984999999999854e+04
5.999999999999999778e-01,1.600000000000000000e+01,4.000000000000000000e+00,2.859440419999999904e+03,1.886200999999999840e+04
6.999999999999999556e-01,1.000000000000000000e+00,4.096000000000000000e+03,1.313263742999999977e+03,1.121842000000000007e+04
5.000000000000000000e-01,6.400000000000000000e+01,1.638400000000000000e+04,1.271869566999999961e+03,1.822893999999999869e+04
5.999999999999999778e-01,6.400000000000000000e+01,4.000000000000000000e+00,2.630424468000000161e+03,1.897050999999999840e+04
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.547784743000000162e+03,3.631751000000000204e+04
1.000000000000000000e+00,1.600000000000000000e+01,6.400000000000000000e+01,1.558076377000000093e+03,2.998515999999999985e+04
5.000000000000000000e-01,2.560000000000000000e+02,1.638400000000000000e+04,1.278123798999999963e+03,2.082234999999999854e+04
8.000000000000000444e-01,2.560000000000000000e+02,4.096000000000000000e+03,1.361320422000000008e+03,3.075854000000000087e+04
5.999999999999999778e-01,2.560000000000000000e+02,1.600000000000000000e+01,1.800429159999999911e+03,1.077588999999999942e+04
5.000000000000000000e-01,4.000000000000000000e+00,6.400000000000000000e+01,2.084897677999999814e+03,1.486482999999999993e+04
8.000000000000000444e-01,6.400000000000000000e+01,2.560000000000000000e+02,1.349812010000000100e+03,1.731509999999999854e+04
1.000000000000000000e+00,1.600000000000000000e+01,4.000000000000000000e+00,2.079802408999999898e+03,3.633834999999999854e+04
5.000000000000000000e-01,1.000000000000000000e+00,4.000000000000000000e+00,3.624167804000000160e+03,1.259579000000000087e+04
9.000000000000000222e-01,1.600000000000000000e+01,1.600000000000000000e+01,1.749505296000000044e+03,2.777259000000000015e+04
8.000000000000000444e-01,1.000000000000000000e+00,4.096000000000000000e+03,1.310060860000000048e+03,1.543212000000000080e+04
1.000000000000000000e+00,6.400000000000000000e+01,1.024000000000000000e+03,1.343801911999999902e+03,1.966261999999999898e+04
6.999999999999999556e-01,1.000000000000000000e+00,6.400000000000000000e+01,1.983587762000000112e+03,1.080227000000000044e+04
5.000000000000000000e-01,4.000000000000000000e+00,1.600000000000000000e+01,2.804748619999999846e+03,1.267852000000000044e+04
6.999999999999999556e-01,2.560000000000000000e+02,6.400000000000000000e+01,1.427856381000000056e+03,1.088496999999999935e+04
9.000000000000000222e-01,1.600000000000000000e+01,1.024000000000000000e+03,1.317263697000000093e+03,1.528286000000000058e+04
5.000000000000000000e-01,2.560000000000000000e+02,1.000000000000000000e+00,5.000332115999999587e+03,1.260231999999999971e+04
1.000000000000000000e+00,1.024000000000000000e+03,4.000000000000000000e+00,1.637661865999999918e+03,3.622583000000000175e+04
8.000000000000000444e-01,1.024000000000000000e+03,4.096000000000000000e+03,1.537873628999999937e+03,3.642477999999999884e+04
9.000000000000000222e-01,1.600000000000000000e+01,4.000000000000000000e+00,2.040531678000000056e+03,3.632794000000000233e+04
5.000000000000000000e-01,6.400000000000000000e+01,1.000000000000000000e+00,5.022511472999999569e+03,1.469393000000000029e+04
1.000000000000000000e+00,4.000000000000000000e+00,2.560000000000000000e+02,1.472690781000000015e+03,2.589024000000000160e+04
1.000000000000000000e+00,6.400000000000000000e+01,1.600000000000000000e+01,1.572944520999999895e+03,3.630731999999999971e+04
8.000000000000000444e-01,1.024000000000000000e+03,4.000000000000000000e+00,1.528555961000000025e+03,1.924002000000000044e+04
8.000000000000000444e-01,6.400000000000000000e+01,1.600000000000000000e+01,1.631072353999999905e+03,1.514871999999999935e+04
9.000000000000000222e-01,6.400000000000000000e+01,1.600000000000000000e+01,1.541968526999999995e+03,2.579595000000000073e+04
9.000000000000000222e-01,1.024000000000000000e+03,2.560000000000000000e+02,1.468342464000000064e+03,2.596868000000000029e+04
6.999999999999999556e-01,4.000000000000000000e+00,1.000000000000000000e+00,2.968382912999999917e+03,2.709881999999999971e+04
9.000000000000000222e-01,1.000000000000000000e+00,6.400000000000000000e+01,1.886883403999999928e+03,2.349574000000000160e+04
8.000000000000000444e-01,4.000000000000000000e+00,1.600000000000000000e+01,2.101979941000000053e+03,1.495660000000000036e+04
5.999999999999999778e-01,1.000000000000000000e+00,1.600000000000000000e+01,2.601345619000000170e+03,1.065195999999999913e+04
9.000000000000000222e-01,1.024000000000000000e+03,6.400000000000000000e+01,1.506415674999999965e+03,2.152390000000000146e+04
6.999999999999999556e-01,1.600000000000000000e+01,1.638400000000000000e+04,1.271574589999999944e+03,2.489400000000000000e+04
1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,2.524250164999999924e+03,3.632769999999999709e+04
1.000000000000000000e+00,1.024000000000000000e+03,1.638400000000000000e+04,2.250711024000000180e+03,3.635411000000000058e+04
8.000000000000000444e-01,4.000000000000000000e+00,1.000000000000000000e+00,2.566382536999999957e+03,2.939575000000000000e+04
5.999999999999999778e-01,6.400000000000000000e+01,6.400000000000000000e+01,1.630248430999999982e+03,8.734110000000000582e+03
8.000000000000000444e-01,1.600000000000000000e+01,1.600000000000000000e+01,1.836733097999999927e+03,1.706654999999999927e+04
5.000000000000000000e-01,1.600000000000000000e+01,1.638400000000000000e+04,1.266167382000000089e+03,1.611952000000000044e+04
5.000000000000000000e-01,1.024000000000000000e+03,2.560000000000000000e+02,1.364836274000000003e+03,1.097840999999999985e+04
5.999999999999999778e-01,1.000000000000000000e+00,1.024000000000000000e+03,1.435221761000000015e+03,8.879079999999999927e+03
5.999999999999999778e-01,4.000000000000000000e+00,4.000000000000000000e+00,3.053489798999999948e+03,1.884279999999999927e+04
5.999999999999999778e-01,6.400000000000000000e+01,1.638400000000000000e+04,1.268070557000000008e+03,2.275781999999999971e+04
1.000000000000000000e+00,4.000000000000000000e+00,1.638400000000000000e+04,1.293198126000000002e+03,2.733772000000000116e+04
1.000000000000000000e+00,4.000000000000000000e+00,6.400000000000000000e+01,1.718817530999999917e+03,3.008245999999999913e+04
5.999999999999999778e-01,1.024000000000000000e+03,4.000000000000000000e+00,2.045705842000000075e+03,1.482851000000000022e+04
5.000000000000000000e-01,1.000000000000000000e+00,2.560000000000000000e+02,1.730222584999999981e+03,8.710590000000000146e+03
